ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
7841B024 061318,7841B,024,1922 GRINNALDS AVE,06/13/2018,Morrell Park,Southwestern,10,"(39.26665899, -76.65093)"
7841H019 061418,7841H,019,2036 GRINNALDS AVE,06/14/2018,Morrell Park,Southwestern,10,"(39.26582295, -76.64974372)"
0222 055 062518,0222,055,2112 BOYD ST,06/25/2018,Boyd-Booth,Southwestern,9,"(39.28658784, -76.65056757)"
0260 029 062818,0260,029,205 S MONROE ST,06/28/2018,Carrollton Ridge,Southern,9,"(39.28483354, -76.6465045)"
0260 030 062818,0260,030,207 S MONROE ST,06/28/2018,Carrollton Ridge,Southern,9,"(39.28480063, -76.64650258)"
1487 009 062518,1487,009,2616 E OLIVER ST,06/25/2018,Berea,Eastern,13,"(39.308215, -76.58092326)"
2848 014 062418,2848,014,2901 MOUNT HOLLY ST,06/24/2018,Windsor Hills,Northwestern,6,"(39.32022008, -76.68263027)"
2849 026 062218,2849,026,4113 WOODHAVEN AVE,06/22/2018,Windsor Hills,Northwestern,6,"(39.31988762, -76.68523097)"
0071 066 070518,0071,066,916 N MONROE ST,07/05/2018,Midtown-Edmondson,Western,9,"(39.29938203, -76.64781284)"
0152 041 070218,0152,041,318 N CALHOUN ST,07/02/2018,Franklin Square,Western,9,"(39.29268138, -76.64007487)"
1671 063 070418,1671,063,408 N BRADFORD ST,07/04/2018,McElderry Park,Southeastern,13,"(39.29601022, -76.5844087)"
1673 003 063018,1673,003,405 N MILTON AVE,06/30/2018,McElderry Park,Southeastern,13,"(39.29582832, -76.58185144)"
0249 034 120914,0249,034,1243 W LOMBARD ST,12/09/2014,HOLLINS MARKET,SOUTHERN,9,"(39.28637132, -76.63777992)"
0019 037 090716,0019,037,1528 APPLETON ST,09/07/2016,Easterwood,Western,7,"(39.30606884, -76.64907124)"
0050 066 091416,0050,066,1125 N MONROE ST,09/14/2016,Sandtown-Winchester,Western,9,"(39.30172591, -76.64743562)"
0053 003 091416,0053,003,1105 N GILMOR ST,09/14/2016,Sandtown-Winchester,Western,9,"(39.30128602, -76.64280814)"
0294 023 091616,0294,023,1619 W NORTH AVE,09/16/2016,Penn North,Western,7,"(39.30978665, -76.64304524)"
0308 046 091516,0308,046,2120 DRUID HILL AVE,09/15/2016,Druid Heights,Central,7,"(39.30853358, -76.63702031)"
2722A009 091916,2722A,009,4107 ROLLINS AVE,09/19/2016,Dorchester,Northwestern,6,"(39.33200761, -76.6878407)"
2742 016 092316,2742,016,3916 NORFOLK AVE,09/23/2016,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32453003, -76.68444645)"
5862A013A 090716,5862A,013A,4101 MARX AVE,09/07/2016,Waltherson,Notheastern,3,"(39.33483466, -76.56150951)"
0265 064 061318,0265,064,224 S CAREY ST,06/13/2018,New Southwest/Mount Clare,Southern,9,"(39.28486351, -76.63817961)"
1177 003 061018,1177,003,1118 N BOND ST,06/10/2018,Gay Street,Eastern,12,"(39.30382109, -76.59680292)"
2950 004 061018,2950,004,3719 W COLD SPRING LANE,06/10/2018,Callaway-Garrison,Northwestern,6,"(39.33509411, -76.67813309)"
2959 004 061418,2959,004,4852 REISTERSTOWN ROAD,06/14/2018,Lucille Park,Northwestern,6,"(39.34186279, -76.67790759)"
5211 053 061018,5211,053,512 E 43RD ST,06/10/2018,Wilson Park,Northern,4,"(39.34126808, -76.60874647)"
5216 044 061418,5216,044,731 E COLD SPRING LANE,06/14/2018,Wrenlane,Northern,4,"(39.34564947, -76.60556203)"
6069 192 060918,6069,192,4831 BOWLAND AVE,06/09/2018,Frankford,Notheastern,2,"(39.31902489, -76.54988005)"
0082 015 062118,0082,015,2032 W LANVALE ST,06/21/2018,Midtown-Edmondson,Western,9,"(39.29765748, -76.65025736)"
1744 027 062118,1744,027,1714 E PRATT ST,06/21/2018,Upper Fells Point,Southeastern,13,"(39.28947167, -76.59285016)"
3203 013 062118,3203,013,2324 W NORTH AVE,06/21/2018,Mondawmin,Western,7,"(39.30976428, -76.6554165)"
0299 014 062718,0299,014,1327 W NORTH AVE,06/27/2018,Druid Heights,Central,7,"(39.30996999, -76.63908593)"
2932 009 062418,2932,009,3410 CALLAWAY AVE,06/24/2018,Callaway-Garrison,Northwestern,6,"(39.32789026, -76.67854577)"
3814 053 062218,3814,053,430 E 21ST ST,06/22/2018,Barclay,Eastern,12,"(39.31369136, -76.61005455)"
3857A051 062218,3857A,051,3004 BARCLAY ST,06/22/2018,Abell,Northern,14,"(39.32490215, -76.61130594)"
5394 001 062418,5394,001,2709 GIBBONS AVE,06/24/2018,Hamilton Hills,Notheastern,3,"(39.35320243, -76.56509406)"
7437 022 062818,7437,022,2224 SIDNEY AVE,06/28/2018,Westport,Southern,10,"(39.2637209, -76.63284465)"
7993A263 062818,7993A,263,1100 WEDGEWOOD ROAD,06/28/2018,West Hills,Southwestern,8,"(39.29762743, -76.7105312)"
0118 111 062918,0118,111,538 N BRICE ST,06/29/2018,Midtown-Edmondson,Western,9,"(39.29468597, -76.64992161)"
0064 053 091416,0064,053,1010 N CAREY ST,09/14/2016,Sandtown-Winchester,Western,9,"(39.30063411, -76.63907298)"
0270 001 092316,0270,001,328 S BENTALOU ST,09/23/2016,Millhill,Southwestern,9,"(39.28352475, -76.65286154)"
0276 045 092116,0276,045,1712 RAMSAY ST,09/21/2016,New Southwest/Mount Clare,Southern,9,"(39.283385, -76.64426967)"
0341 020 090916,0341,020,1727 MCCULLOH ST,09/09/2016,Madison Park,Central,11,"(39.30635405, -76.63208757)"
0623 003 092116,0623,003,7 E LEXINGTON ST,09/21/2016,Downtown,Central,11,"(39.29088054, -76.61474235)"
0698 058 091616,0698,058,411 S PULASKI ST,09/16/2016,Carrollton Ridge,Southern,9,"(39.28217226, -76.64941766)"
0703 013 091216,0703,013,2025 WILKENS AVE,09/12/2016,Carrollton Ridge,Southern,9,"(39.28119055, -76.64832953)"
0703 034 091416,0703,034,2026 EAGLE ST,09/14/2016,Carrollton Ridge,Southern,9,"(39.28086745, -76.64836938)"
0791 048 090616,0791,048,1156 NANTICOKE ST,09/06/2016,Washington Village/Pigtown,Southern,10,"(39.28063774, -76.63145512)"
4137 058 091516,4137,058,2802 THE ALAMEDA ,09/15/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32332691, -76.59349985)"
0374 043 061318,0374,043,612 W LAFAYETTE AVE,06/13/2018,Upton,Central,11,"(39.30083567, -76.63251819)"
0378 030 060818,0378,030,1403 MCCULLOH ST,06/08/2018,Madison Park,Central,11,"(39.30362344, -76.62871789)"
0400 024 060818,0400,024,1323 EUTAW PL,06/08/2018,Bolton Hill,Central,11,"(39.30478753, -76.62646098)"
1102 008 061218,1102,008,1827 N BOND ST,06/12/2018,Oliver,Eastern,12,"(39.31124513, -76.59673997)"
1548 048 061318,1548,048,1112 RUTLAND AVE,06/13/2018,Middle East,Eastern,12,"(39.30384222, -76.59278842)"
4587 057 061418,4587,057,3011 SPAULDING AVE,06/14/2018,Central Park Heights,Northwestern,6,"(39.34956643, -76.67215743)"
7057 011 060818,7057,011,605 BALTIC AVE,06/08/2018,Brooklyn,Southern,10,"(39.23928093, -76.60005949)"
7095A016 060918,7095A,016,3737 BROOKLYN AVE,06/09/2018,Brooklyn,Southern,10,"(39.23380141, -76.60071891)"
1446 060 061518,1446,060,1736 E LAFAYETTE AVE,06/15/2018,Broadway East,Eastern,12,"(39.31089767, -76.59337533)"
3005 003 062118,3005,003,2810 W NORTH AVE,06/21/2018,Walbrook,Southwestern,7,"(39.30945566, -76.66428954)"
3022 022 062118,3022,022,3002 CLIFTON AVE,06/21/2018,Walbrook,Southwestern,7,"(39.31150866, -76.66812749)"
3036 005 062118,3036,005,3301 ELGIN AVE,06/21/2018,Walbrook,Southwestern,7,"(39.31285255, -76.67290794)"
3039 001C 062118,3039,001C,3331 GWYNNS FALLS PKWY,06/21/2018,Walbrook,Southwestern,7,"(39.31389837, -76.67401971)"
3416 047 061518,3416,047,2327 DRUID HILL AVE,06/15/2018,Penn North,Western,7,"(39.31112178, -76.6386187)"
3422 042 061518,3422,042,2333 MCCULLOH ST,06/15/2018,Reservoir Hill,Central,7,"(39.31145197, -76.63766808)"
3855 002A 061518,3855,002A,2920 GREENMOUNT AVE,06/15/2018,Abell,Northern,12,"(39.32388467, -76.60972054)"
1099A001 062718,1099A,001,1200 E LAFAYETTE AVE,06/27/2018,Oliver,Eastern,12,"(39.31054201, -76.60242015)"
0189 010 062918,0189,010,19 N BENTALOU ST,06/29/2018,Penrose/Fayette Street Outreach,Western,9,"(39.28858196, -76.65264873)"
0260 103 070318,0260,103,1828 DOVER ST,07/03/2018,Carrollton Ridge,Southern,9,"(39.28482835, -76.64611606)"
2137 052 062918,2137,052,506 BRUNSWICK ST,06/29/2018,Millhill,Southwestern,10,"(39.27894412, -76.65943449)"
2347 001 062918,2347,001,2200 EDMONDSON AVE,06/29/2018,Midtown-Edmondson,Western,9,"(39.29511871, -76.65277919)"
2442B066 062918,2442B,066,3220 WESTMONT AVE,06/29/2018,Rosemont,Southwestern,9,"(39.30137519, -76.67055479)"
2446B019 070518,2446B,019,1000 POPLAR GROVE ST,07/05/2018,Franklintown Road,Southwestern,9,"(39.29930052, -76.66550484)"
2707 001 070518,2707,001,4011 FERNHILL AVE,07/05/2018,West Arlington,Northwestern,6,"(39.33737659, -76.68671554)"
3304 014 070518,3304,014,2631 W COLD SPRING LANE,07/05/2018,Central Park Heights,Northern,6,"(39.33973661, -76.66568436)"
6805 011 070418,6805,011,1526 CHARLOTTE AVE,07/04/2018,Broening Manor,Southeastern,1,"(39.27539989, -76.54083506)"
0222 058 091216,0222,058,2106 BOYD ST,09/12/2016,Boyd-Booth,Southwestern,9,"(39.28659357, -76.65044635)"
0225 003 091216,0225,003,1803 HOLLINS ST,09/12/2016,Franklin Square,Southern,9,"(39.28704307, -76.64655368)"
0242 062 091416,0242,062,1905 W LOMBARD ST,09/14/2016,Carrollton Ridge,Southern,9,"(39.28595553, -76.6472176)"
0258 024 091316,0258,024,207 S PULASKI ST,09/13/2016,Carrollton Ridge,Southern,9,"(39.28455535, -76.64963015)"
0272 096 091416,0272,096,2107 WILHELM ST,09/14/2016,Carrollton Ridge,Southwestern,9,"(39.28339983, -76.65035754)"
0279 003 091416,0279,003,1507 MCHENRY ST,09/14/2016,New Southwest/Mount Clare,Southern,9,"(39.2842401, -76.64123261)"
1450 012 061318,1450,012,1823 N CHESTER ST,06/13/2018,Broadway East,Eastern,12,"(39.31147071, -76.58838927)"
1155 075 060818,1155,075,711 MURA ST,06/08/2018,Johnston Square,Eastern,12,"(39.30418172, -76.60739863)"
1645 059 061418,1645,059,2914 MCELDERRY ST,06/14/2018,Ellwood Park/Monument,Southeastern,13,"(39.2981622, -76.57610431)"
2306A001 061018,2306A,001,1700 MORELAND AVE,06/10/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30767948, -76.65608559)"
0265 088 061618,0265,088,1303 KUPER ST,06/16/2018,New Southwest/Mount Clare,Southern,9,"(39.28483718, -76.6387347)"
4178 030 061818,4178,030,3145 RAVENWOOD AVE,06/18/2018,Four By Four,Notheastern,13,"(39.31514221, -76.57929703)"
5214A018 061818,5214A,018,4754 ALHAMBRA AVE,06/18/2018,Richnor Springs,Northern,4,"(39.34637376, -76.6071786)"
5214A019 061818,5214A,019,4756 ALHAMBRA AVE,06/18/2018,Richnor Springs,Northern,4,"(39.34641938, -76.60717095)"
7470B035 061618,7470B,035,2819 GANLEY DR,06/16/2018,Lakeland,Southern,10,"(39.25584045, -76.64345734)"
1101 015 062618,1101,015,1829 N CAROLINE ST,06/26/2018,Oliver,Eastern,12,"(39.31120565, -76.59812256)"
2475H018 062818,2475H,018,934 N ROSEDALE ST,06/28/2018,Franklintown Road,Southwestern,9,"(39.29829813, -76.66828715)"
5850 025 062818,5850,025,3811 BIDDISON LANE,06/28/2018,Waltherson,Notheastern,2,"(39.33979511, -76.55636967)"
5985 047 062818,5985,047,4318 BIDDISON LANE,06/28/2018,Frankford,Notheastern,2,"(39.33506537, -76.55114962)"
0272 072 070318,0272,072,302 S PULASKI ST,07/03/2018,Carrollton Ridge,Southwestern,9,"(39.28376493, -76.65005964)"
2213B069 070518,2213B,069,2643 LAURETTA AVE,07/05/2018,Rosemont Homeowners/Tenants,Western,9,"(39.29370278, -76.66044949)"
2218 055 070218,2218,055,415 POPLAR GROVE ST,07/02/2018,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29293264, -76.66461398)"
2375 037 070318,2375,037,2639 W LAFAYETTE AVE,07/03/2018,Mosher,Western,9,"(39.29795474, -76.66081313)"
3165 006 062918,3165,006,3714 TOWANDA AVE,06/29/2018,Park Circle,Northwestern,6,"(39.33012972, -76.66294542)"
1169 069 091516,1169,069,1128 PROCTOR ST,09/15/2016,Johnston Square,Eastern,12,"(39.30345836, -76.60732091)"
1284 011 091616,1284,011,353 N GAY ST,09/16/2016,Jonestown,Southeastern,12,"(39.29429275, -76.60623445)"
1459 075 090816,1459,075,2001 E LAFAYETTE AVE,09/08/2016,Broadway East,Eastern,12,"(39.31065209, -76.58983004)"
1474 016A 091416,1474,016A,1626 N MILTON AVE,09/14/2016,Broadway East,Eastern,13,"(39.30959641, -76.58321334)"
1474 030 060818,1474,030,1614 N PORT ST,06/08/2018,Broadway East,Eastern,13,"(39.3095492, -76.5838675)"
1474 057 061018,1474,057,1603 N MONTFORD AVE,06/10/2018,Broadway East,Eastern,13,"(39.30931916, -76.58411617)"
0708 078 062118,0708,078,430 S PARRISH ST,06/21/2018,New Southwest/Mount Clare,Southern,9,"(39.28252552, -76.64149945)"
1450 018 061518,1450,018,1835 N CHESTER ST,06/15/2018,Broadway East,Eastern,12,"(39.31169648, -76.58840184)"
2275A110 062118,2275A,110,124 N CULVER ST,06/21/2018,Allendale,Southwestern,8,"(39.28835824, -76.67518844)"
2281 274 061618,2281,274,144 DENISON ST,06/16/2018,Allendale,Southwestern,8,"(39.28972506, -76.67591342)"
2284 014 061618,2284,014,504 N EDGEWOOD ST,06/16/2018,Allendale,Southwestern,8,"(39.29293625, -76.67573833)"
3723 028 061818,3723,028,3802 GREENMOUNT AVE,06/18/2018,Guilford,Northern,14,"(39.3353864, -76.60982271)"
5053 002 061818,5053,002,4602 YORK ROAD,06/18/2018,Kernewood,Northern,4,"(39.3445594, -76.60988691)"
1117 045 062818,1117,045,1614 N BOND ST,06/28/2018,Oliver,Eastern,12,"(39.30883163, -76.59711634)"
1610 076 062218,1610,076,809 N GLOVER ST,06/22/2018,Madison-Eastend,Eastern,13,"(39.30046289, -76.58008738)"
1611 022 062718,1611,022,828 N KENWOOD AVE,06/27/2018,Madison-Eastend,Eastern,13,"(39.30069864, -76.57841692)"
4002 033 062518,4002,033,1919 HOMEWOOD AVE,06/25/2018,East Baltimore Midway,Eastern,12,"(39.31236412, -76.60687692)"
4178F064 062818,4178F,064,3339 RAVENWOOD AVE,06/28/2018,Four By Four,Notheastern,13,"(39.31517173, -76.5759945)"
5149 024 062218,5149,024,504 TUNBRIDGE ROAD,06/22/2018,Mid-Govans,Northern,4,"(39.35674677, -76.60929221)"
5183C006 062218,5183C,006,5017 MIDWOOD AVE,06/22/2018,Kenilworth Park,Northern,4,"(39.34911356, -76.60338365)"
5197 015B 062218,5197,015B,4417 OLD YORK ROAD,06/22/2018,Wilson Park,Northern,4,"(39.34402002, -76.60776058)"
1155 012 063018,1155,012,1229 GREENMOUNT AVE,06/30/2018,Johnston Square,Eastern,12,"(39.30443894, -76.60782377)"
1495 001 091416,1495,001,1801 E OLIVER ST,09/14/2016,Broadway East,Eastern,12,"(39.30679994, -76.59213037)"
1660 048 090616,1660,048,534 N CURLEY ST,09/06/2016,Ellwood Park/Monument,Southeastern,13,"(39.29765311, -76.57603091)"
2175 091 091616,2175,091,46 S CATHERINE ST,09/16/2016,Shipley Hill,Southwestern,9,"(39.28630535, -76.65632488)"
2216 030 091416,2216,030,504 POPLAR GROVE ST,09/14/2016,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29327685, -76.66510056)"
2230I007 091216,2230I,007,13 S HILTON ST,09/12/2016,Carroll-South Hilton,Southwestern,9,"(39.28543447, -76.67181471)"
2281A003 091416,2281A,003,404 GWYNN AVE,09/14/2016,Lower Edmondson Village,Southwestern,8,"(39.29198466, -76.67394491)"
2401A011 091216,2401A,011,2721 W NORTH AVE,09/12/2016,Coppin Heights/Ash-Co-East,Western,7,"(39.30897535, -76.66170499)"
3212 057 090616,3212,057,2016 N PULASKI ST,09/06/2016,Mondawmin,Western,7,"(39.31146894, -76.65164824)"
3322 015 090716,3322,015,3828 PARK HEIGHTS AVE,09/07/2016,Park Circle,Northwestern,6,"(39.33273424, -76.66182792)"
1658 018 060818,1658,018,535 N LAKEWOOD AVE,06/08/2018,McElderry Park,Southeastern,13,"(39.29759424, -76.57913818)"
1103 049 062118,1103,049,312 E LANVALE ST,06/21/2018,Greenmount West,Eastern,12,"(39.30914801, -76.61142271)"
1103 050 061718,1103,050,310 E LANVALE ST,06/17/2018,Greenmount West,Eastern,12,"(39.30914618, -76.61147989)"
1107 067 061918,1107,067,1712 N SPRING ST,06/19/2018,Oliver,Eastern,12,"(39.3099408, -76.59927562)"
5908 013 061818,5908,013,3825 BELAIR ROAD,06/18/2018,Belair-Edison,Notheastern,13,"(39.32545593, -76.56828454)"
5928 046 061818,5928,046,4237 SHELDON AVE,06/18/2018,Belair-Edison,Notheastern,2,"(39.32790426, -76.56407008)"
5928 055 061818,5928,055,4255 SHELDON AVE,06/18/2018,Belair-Edison,Notheastern,2,"(39.32760527, -76.56366489)"
5931 006 061818,5931,006,4310 SHELDON AVE,06/18/2018,Belair-Edison,Notheastern,2,"(39.32734769, -76.56265324)"
5934A040 061818,5934A,040,4254 NICHOLAS AVE,06/18/2018,Belair-Edison,Notheastern,2,"(39.32827333, -76.56259883)"
1160 016 062518,1160,016,1225 HARFORD AVE,06/25/2018,Oliver,Eastern,12,"(39.3045676, -76.6016732)"
1164B005 062518,1164B,005,1630 E CHASE ST,06/25/2018,Gay Street,Eastern,12,"(39.30340992, -76.5956243)"
1177 001 062718,1177,001,1122 N BOND ST,06/27/2018,Gay Street,Eastern,12,"(39.30389875, -76.59681233)"
1668 024 062418,1668,024,2033 JEFFERSON ST,06/24/2018,CARE,Eastern,13,"(39.29629504, -76.58799745)"
1713 038 062618,1713,038,148 N CURLEY ST,06/26/2018,Patterson Park Neighborhood,Southeastern,1,"(39.29426531, -76.57580101)"
3260 010 062418,3260,010,2118 CLIFTON AVE,06/24/2018,Mondawmin,Western,7,"(39.31199798, -76.65236262)"
3630A041 062518,3630A,041,2630 MILES AVE,06/25/2018,Remington,Northern,12,"(39.31892351, -76.62243499)"
3652 069 062218,3652,069,2832 MILES AVE,06/22/2018,Remington,Northern,12,"(39.32109876, -76.62412859)"
1526 014 070318,1526,014,1320 N ELLWOOD AVE,07/03/2018,Berea,Eastern,13,"(39.3067721, -76.57408606)"
1570 034 070118,1570,034,1020 N PATTERSON PARK AVE,07/01/2018,Middle East,Eastern,13,"(39.30285527, -76.58561925)"
2109 081 062918,2109,081,2513 CHRISTIAN ST,06/29/2018,Millhill,Southwestern,9,"(39.2797446, -76.65514175)"
7225 001 063018,7225,001,1640 HAZEL ST,06/30/2018,Curtis Bay,Southern,10,"(39.22633251, -76.5874255)"
7654H139 070518,7654H,139,1243 S GRANTLEY ST,07/05/2018,Violetville,Southwestern,10,"(39.26727045, -76.67231493)"
7755 052 070518,7755,052,2801 GEORGETOWN ROAD,07/05/2018,Morrell Park,Southwestern,10,"(39.26573872, -76.65948461)"
7863 004A 070518,7863,004A,1954 SPONSON ST,07/05/2018,Morrell Park,Southwestern,10,"(39.26340426, -76.65263761)"
1538 025C 091316,1538,025C,2520 E BIDDLE ST,09/13/2016,Berea,Eastern,13,"(39.3049633, -76.58196201)"
1590 069 092316,1590,069,2300 ASHLAND AVE,09/23/2016,Milton-Montford,Eastern,13,"(39.3010544, -76.58482199)"
1624 035 092316,1624,035,2435 E MADISON ST,09/23/2016,Milton-Montford,Eastern,13,"(39.29969986, -76.58261071)"
1627 062 092016,1627,062,2712 E MONUMENT ST,09/20/2016,Madison-Eastend,Eastern,13,"(39.29916149, -76.57901062)"
1655 015 091616,1655,015,2428 JEFFERSON ST,09/16/2016,McElderry Park,Southeastern,13,"(39.29688266, -76.58277433)"
1657 083 091416,1657,083,515 N GLOVER ST,09/14/2016,McElderry Park,Southeastern,13,"(39.29737587, -76.57989127)"
1661 031 091616,1661,031,510 N ELLWOOD AVE,09/16/2016,Ellwood Park/Monument,Southeastern,13,"(39.29734674, -76.57391054)"
1671 068 091416,1671,068,418 N BRADFORD ST,09/14/2016,McElderry Park,Southeastern,13,"(39.29617194, -76.58441785)"
2323 053 090716,2323,053,1646 N SMALLWOOD ST,09/07/2016,Coppin Heights/Ash-Co-East,Western,7,"(39.30742506, -76.65284624)"
1732 043 061018,1732,043,3124 E BALTIMORE ST,06/10/2018,Patterson Park Neighborhood,Southeastern,1,"(39.29256039, -76.57257424)"
1522 073 061718,1522,073,2614 GROGAN AVE,06/17/2018,Berea,Eastern,13,"(39.30658108, -76.58063641)"
2297 024 062018,2297,024,4021 W FRANKLIN ST,06/20/2018,Allendale,Southwestern,8,"(39.29224867, -76.68363595)"
2513 069 061818,2513,069,801 WILDWOOD PKWY,06/18/2018,Edmondson Village,Southwestern,8,"(39.29641735, -76.68355028)"
2813 014 062118,2813,014,2205 ELSINORE AVE,06/21/2018,Mount Holly,Southwestern,7,"(39.31260131, -76.67800151)"
1446 087 062618,1446,087,1814 N REGESTER ST,06/26/2018,Broadway East,Eastern,12,"(39.31125208, -76.59434804)"
1637 002 070418,1637,002,610 N COLLINGTON AVE,07/04/2018,CARE,Eastern,13,"(39.29814387, -76.58682983)"
1637 003 070418,1637,003,612 N COLLINGTON AVE,07/04/2018,CARE,Eastern,13,"(39.29818069, -76.58683358)"
5488A019 062918,5488A,019,2814 E NORTHERN PKWY,06/29/2018,North Harford Road,Notheastern,3,"(39.3647829, -76.55505015)"
7993A268 070318,7993A,268,1110 WEDGEWOOD ROAD,07/03/2018,West Hills,Southwestern,8,"(39.29776342, -76.71079559)"
8239 001 070218,8239,001,3800 GWYNN OAK AVE,07/02/2018,Howard Park,Northwestern,5,"(39.33518217, -76.69421888)"
3004 054 091216,3004,054,2917 WALBROOK AVE,09/12/2016,Walbrook,Southwestern,7,"(39.3099999, -76.66638508)"
3183A030 091216,3183A,030,2814 OSWEGO AVE,09/12/2016,Towanda-Grantley,Northwestern,6,"(39.33479005, -76.66581226)"
3575 076 090616,3575,076,1202 COX ST,09/06/2016,Hampden,Northern,7,"(39.33484795, -76.63646732)"
4165 026 090916,4165,026,1604 CLIFTVIEW AVE,09/09/2016,Darley Park,Eastern,14,"(39.31537786, -76.59546471)"
4616 038 090916,4616,038,4811 PARK HEIGHTS AVE,09/09/2016,Central Park Heights,Northwestern,6,"(39.34565461, -76.67118691)"
6157 006 092016,6157,006,511 N BOULDIN ST,09/20/2016,Ellwood Park/Monument,Southeastern,13,"(39.29744569, -76.57117354)"
3960 029 061418,3960,029,1725 E 32ND ST,06/14/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32658808, -76.59103029)"
3969I008 061218,3969I,008,1510 E COLD SPRING LANE,06/12/2018,Stonewood-Pentwood-Winston,Notheastern,3,"(39.34638, -76.59068099)"
2446A011 062118,2446A,011,1021 N ROSEDALE ST,06/21/2018,Franklintown Road,Southwestern,9,"(39.30005944, -76.66785121)"
2451 052 062118,2451,052,3109 BAKER ST,06/21/2018,Rosemont,Southwestern,9,"(39.30560701, -76.66962858)"
2452 035 062118,2452,035,3019 BRIGHTON ST,06/21/2018,Rosemont,Southwestern,9,"(39.30498521, -76.6678887)"
2454C021 062118,2454C,021,3040 BELMONT AVE,06/21/2018,Rosemont,Southwestern,9,"(39.30369098, -76.6686448)"
2475D052 061818,2475D,052,633 N ROSEDALE ST,06/18/2018,Franklintown Road,Southwestern,9,"(39.29535726, -76.66854848)"
1460 031 062818,1460,031,1722 N COLLINGTON AVE,06/28/2018,Broadway East,Eastern,12,"(39.31068227, -76.58764355)"
3057 009 062218,3057,009,2305 GARRISON BLVD,06/22/2018,Hanlon-Longwood,Northwestern,7,"(39.31454355, -76.67638405)"
3057 010 062218,3057,010,2307 GARRISON BLVD,06/22/2018,Hanlon-Longwood,Northwestern,7,"(39.31470433, -76.67643018)"
3065A006 062218,3065A,006,3412 BATEMAN AVE,06/22/2018,Hanlon-Longwood,Northwestern,7,"(39.31857046, -76.67600934)"
3834 019D 062818,3834,019D,2520 BARCLAY ST,06/28/2018,Harwood,Northern,12,"(39.31899053, -76.61133347)"
4021B007 062118,4021B,007,712 BARTLETT AVE,06/21/2018,East Baltimore Midway,Eastern,12,"(39.31615253, -76.60599431)"
2523 022 070318,2523,022,900 ALLENDALE ST,07/03/2018,Edgewood,Southwestern,8,"(39.29806154, -76.67885936)"
2530A048 070518,2530A,048,328 MARYDELL ROAD,07/05/2018,Irvington,Southwestern,8,"(39.28073178, -76.68981189)"
4114E026 070218,4114E,026,1613 MONTPELIER ST,07/02/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32040769, -76.59657624)"
3185 056 091216,3185,056,2916 BOARMAN AVE,09/12/2016,Towanda-Grantley,Northwestern,6,"(39.33713965, -76.67036938)"
3301 179 091616,3301,179,4518 GARDEN DR,09/16/2016,Central Park Heights,Northwestern,6,"(39.34033061, -76.66961632)"
3327C025 091616,3327C,025,3421 PARK HEIGHTS AVE,09/16/2016,Park Circle,Northwestern,6,"(39.32680212, -76.65720982)"
7445 052 062918,7445,052,2401 ANNAPOLIS ROAD,06/29/2018,Westport,Southern,10,"(39.2614557, -76.63460165)"
3402 015 090916,3402,015,2728 PENNSYLVANIA AVE,09/09/2016,Penn North,Western,7,"(39.31281338, -76.6460999)"
4793 017A 092116,4793,017A,4817 PIMLICO ROAD,09/21/2016,Cylburn,Northern,6,"(39.34705823, -76.66872911)"
6152 039 090916,6152,039,607 N EAST AVE,09/09/2016,Ellwood Park/Monument,Southeastern,13,"(39.29859984, -76.57199119)"
6159A030 090616,6159A,030,444 N CLINTON ST,09/06/2016,Ellwood Park/Monument,Southeastern,13,"(39.29691831, -76.57085686)"
7261 030 090816,7261,030,1626 PLUM ST,09/08/2016,Curtis Bay,Southern,10,"(39.22864049, -76.58743296)"
7441A006 090716,7441A,006,2241 SIDNEY AVE,09/07/2016,Westport,Southern,10,"(39.26312871, -76.63262686)"
7445 057 090916,7445,057,2411 ANNAPOLIS ROAD,09/09/2016,Westport,Southern,10,"(39.26128031, -76.63470888)"
7654G148 061318,7654G,148,3665 CLARENELL ROAD,06/13/2018,Violetville,Southwestern,10,"(39.26513739, -76.67708573)"
7841A031 061418,7841A,031,2039 GRIFFIS AVE,06/14/2018,Morrell Park,Southwestern,10,"(39.26663653, -76.64878048)"
2880C002 062118,2880C,002,3705 CHESHOLM ROAD,06/21/2018,Fairmont,Southwestern,7,"(39.30957082, -76.6817072)"
2934 010 061518,2934,010,3804 DORCHESTER ROAD,06/15/2018,Callaway-Garrison,Northwestern,6,"(39.3292262, -76.6805849)"
1644 024 062418,1644,024,647 N KENWOOD AVE,06/24/2018,McElderry Park,Southeastern,13,"(39.29890804, -76.57780374)"
1754 136 062518,1754,136,207 S DURHAM ST,06/25/2018,Upper Fells Point,Southeastern,1,"(39.28904233, -76.5908368)"
2349 022 062818,2349,022,2317 HARLEM AVE,06/28/2018,Evergreen Lawn,Western,9,"(39.29607651, -76.65417108)"
