ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
2526 030 062318,2526,030,4111 ROKEBY ROAD,06/23/2018,Edmondson Village,Southwestern,8,"(39.29905589, -76.68475493)"
3228B036 062418,3228B,036,2871 WOODBROOK AVE,06/24/2018,Parkview/Woodbrook,Western,7,"(39.31508817, -76.64668577)"
3239 012 062418,3239,012,1642 GWYNNS FALLS PKWY,06/24/2018,Parkview/Woodbrook,Western,7,"(39.31772201, -76.64978924)"
3446 061 062418,3446,061,2217 CALLOW AVE,06/24/2018,Reservoir Hill,Central,7,"(39.31322551, -76.63104434)"
5934A005 062818,5934A,005,4203 SEIDEL AVE,06/28/2018,Belair-Edison,Notheastern,2,"(39.32937965, -76.56280484)"
6750 038 062518,6750,038,1716 DUNDALK AVE,06/25/2018,Broening Manor,Southeastern,1,"(39.27346167, -76.53212108)"
3031 004 062918,3031,004,2207 POPLAR GROVE ST,06/29/2018,Panway/Braddish Avenue,Western,7,"(39.31259502, -76.66570667)"
3055B010 062918,3055B,010,3204 GWYNNS FALLS PKWY,06/29/2018,Hanlon-Longwood,Northwestern,7,"(39.314637, -76.67157895)"
4526 036 062918,4526,036,5320 DENMORE AVE,06/29/2018,Arlington,Northwestern,5,"(39.34955292, -76.68175123)"
4526 037 062918,4526,037,5322 DENMORE AVE,06/29/2018,Arlington,Northwestern,5,"(39.34958166, -76.68185535)"
3405 028 091316,3405,028,1610 W NORTH AVE,09/13/2016,Penn North,Western,7,"(39.31026461, -76.64368697)"
3406 036 091316,3406,036,2454 WOODBROOK AVE,09/13/2016,Penn North,Western,7,"(39.31105413, -76.6422159)"
3408 059 091216,3408,059,1520 RETREAT ST,09/12/2016,Penn North,Western,7,"(39.31234847, -76.64285939)"
3413 015 091516,3413,015,2428 DRUID HILL AVE,09/15/2016,Penn North,Western,7,"(39.31195744, -76.64015885)"
3448 005 091416,3448,005,2108 MOUNT ROYAL TERR,09/14/2016,Reservoir Hill,Central,7,"(39.31322143, -76.62704278)"
3955 004 091516,3955,004,1807 E 30TH ST,09/15/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32513355, -76.59039536)"
5585 007A 091416,5585,007A,4010 E NORTHERN PKWY,09/14/2016,Overlea,Notheastern,2,"(39.35722619, -76.53129021)"
4606 039 061118,4606,039,4708 WILERN AVE,06/11/2018,Central Park Heights,Northwestern,6,"(39.3444577, -76.67347958)"
6151 008 061418,6151,008,604 N EAST AVE,06/14/2018,Ellwood Park/Monument,Southeastern,13,"(39.29853192, -76.57244344)"
3211 053 061718,3211,053,2028 N PAYSON ST,06/17/2018,Mondawmin,Western,7,"(39.3117521, -76.65026075)"
3212 031 062118,3212,031,2015 N SMALLWOOD ST,06/21/2018,Mondawmin,Western,7,"(39.3114004, -76.65256751)"
3262B003 062118,3262B,003,3002 TIOGA PKWY,06/21/2018,Burleith-Leighton,Northwestern,7,"(39.31605066, -76.65940826)"
3265 009 062118,3265,009,1901 GWYNNS FALLS PKWY,06/21/2018,Mondawmin,Western,7,"(39.31591709, -76.65114178)"
3976A032 061818,3976A,032,612 CHESTNUT HILL AVE,06/18/2018,Waverly,Northern,4,"(39.33437061, -76.60650415)"
3826 060 091516,3826,060,2424 BRENTWOOD AVE,09/15/2016,Barclay,Eastern,12,"(39.31678448, -76.61065495)"
4179F029 061518,4179F,029,3636 ELMLEY AVE,06/15/2018,Belair-Edison,Notheastern,13,"(39.31760933, -76.56780008)"
7245A064 062118,7245A,064,3718 WEST BAY AVE,06/21/2018,Brooklyn,Southern,10,"(39.23205124, -76.59523718)"
2951C004 062218,2951C,004,3734 DOLFIELD AVE,06/22/2018,Dolfield,Northwestern,6,"(39.33806375, -76.67750754)"
2959 005 062218,2959,005,4854 REISTERSTOWN ROAD,06/22/2018,Lucille Park,Northwestern,6,"(39.34188546, -76.67794887)"
5682 032 062818,5682,032,3018 WHITE AVE,06/28/2018,Glenham-Belhar,Notheastern,3,"(39.35407126, -76.55701993)"
8360 015 070218,8360,015,4308 WENTWORTH ROAD,07/02/2018,Central Forest Park,Northwestern,8,"(39.32569505, -76.69279161)"
3453 003 062118,3453,003,707 DRUID PARK LAKE DR,06/21/2018,Reservoir Hill,Central,7,"(39.31642176, -76.63094854)"
3650B028 061518,3650B,028,2730 N HOWARD ST,06/15/2018,Remington,Northern,12,"(39.32153164, -76.62022793)"
5426 022 061518,5426,022,6206 FAIR OAKS AVE,06/15/2018,Hamilton Hills,Notheastern,3,"(39.36101757, -76.56515335)"
5610 006 061518,5610,006,3203 E NORTHERN PKWY,06/15/2018,Westfield,Notheastern,3,"(39.3609612, -76.54630834)"
4153 024 062518,4153,024,3445 HARWELL AVE,06/25/2018,Belair-Edison,Notheastern,13,"(39.32365736, -76.57198236)"
0027 018 071018,0027,018,1434 N MOUNT ST,07/10/2018,Sandtown-Winchester,Western,7,"(39.30498358, -76.64497993)"
0050 067 071018,0050,067,1123 N MONROE ST,07/10/2018,Sandtown-Winchester,Western,9,"(39.30168695, -76.6474333)"
0107 086 071018,0107,086,621 APPLETON ST,07/10/2018,Midtown-Edmondson,Western,9,"(39.29590926, -76.64796515)"
0115 047 071018,0115,047,1005 BRANTLEY AVE,07/10/2018,Harlem Park,Western,9,"(39.2960369, -76.63445131)"
0119 101 070818,0119,101,1928 W FRANKLIN ST,07/08/2018,Midtown-Edmondson,Western,9,"(39.29399009, -76.64829799)"
0308 049 070618,0308,049,2114 DRUID HILL AVE,07/06/2018,Druid Heights,Central,7,"(39.30843847, -76.63690239)"
0313 050 070618,0313,050,2017 PENNSYLVANIA AVE,07/06/2018,Upton,Central,11,"(39.30626129, -76.63759986)"
0314 025 071218,0314,025,509 BLOOM ST,07/12/2018,Druid Heights,Central,11,"(39.30776991, -76.63661728)"
0316 026 070818,0316,026,2027 MCCULLOH ST,07/08/2018,Druid Heights,Central,11,"(39.30872965, -76.63500438)"
1529 017 071218,1529,017,1232 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30482155, -76.59354643)"
2307A031 071018,2307A,031,1803 N WARWICK AVE,07/10/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30862131, -76.65686716)"
2345 001 071018,2345,001,801 N BENTALOU ST,07/10/2018,Midtown-Edmondson,Western,9,"(39.29716175, -76.65308236)"
2377A004 071018,2377A,004,2706 HARLEM AVE,07/10/2018,Mosher,Western,9,"(39.29575397, -76.66174831)"
3228B004 071018,3228B,004,2807 WOODBROOK AVE,07/10/2018,Parkview/Woodbrook,Western,7,"(39.31419682, -76.6456349)"
4441 002 092316,4441,002,5803 CLOVER ROAD,09/23/2016,Glen,Northwestern,5,"(39.35534006, -76.68545774)"
3234 030 071018,3234,030,2300 WHITTIER AVE,07/10/2018,Parkview/Woodbrook,Western,7,"(39.3165007, -76.64814027)"
4623 012 091616,4623,012,3122 VIRGINIA AVE,09/16/2016,Central Park Heights,Northwestern,6,"(39.34507572, -76.66910452)"
3235 045 071018,3235,045,2308 BRYANT AVE,07/10/2018,Parkview/Woodbrook,Western,7,"(39.31721705, -76.64858156)"
5053F026 091516,5053F,026,4720 KERNWOOD AVE,09/15/2016,Kernewood,Northern,4,"(39.34677464, -76.61097711)"
3241 011D 071018,3241,011D,1729 GWYNNS FALLS PKWY,07/10/2018,Parkview/Woodbrook,Western,7,"(39.31669431, -76.64997851)"
3259 009 070818,3259,009,2117 N PULASKI ST,07/08/2018,Mondawmin,Western,7,"(39.31225006, -76.65117684)"
3270 014 070818,3270,014,2226 N MONROE ST,07/08/2018,Mondawmin,Western,7,"(39.31383473, -76.64881905)"
7531 025 090716,7531,025,2318 W PATAPSCO AVE,09/07/2016,Lakeland,Southern,10,"(39.25209575, -76.64839382)"
8229 006 062218,8229,006,4212 FERNHILL AVE,06/22/2018,West Arlington,Northwestern,6,"(39.33794536, -76.6906117)"
0077 058 071018,0077,058,912 N CAREY ST,07/10/2018,Sandtown-Winchester,Western,9,"(39.29957021, -76.63901173)"
0096 087 071018,0096,087,1826 RAYNER AVE,07/10/2018,Harlem Park,Western,9,"(39.29714341, -76.64704072)"
0096 091 071018,0096,091,1818 RAYNER AVE,07/10/2018,Harlem Park,Western,9,"(39.29714963, -76.64685091)"
0262 011 071118,0262,011,1621 W PRATT ST,07/11/2018,New Southwest/Mount Clare,Southern,9,"(39.28514761, -76.64313125)"
0265 047 071118,0265,047,1330 MCHENRY ST,07/11/2018,New Southwest/Mount Clare,Southern,9,"(39.28468154, -76.638763)"
1101 046 070818,1101,046,1828 N BOND ST,07/08/2018,Oliver,Eastern,12,"(39.31124098, -76.59728655)"
1659 054 070818,1659,054,500 N STREEPER ST,07/08/2018,McElderry Park,Southeastern,13,"(39.29723722, -76.57741866)"
1733A018 070618,1733A,018,3213 E FAIRMOUNT AVE,07/06/2018,Patterson Park Neighborhood,Southeastern,1,"(39.2933263, -76.57169156)"
2205 087 070818,2205,087,2422 W FRANKLIN ST,07/08/2018,Rosemont Homeowners/Tenants,Western,9,"(39.29364595, -76.65559594)"
2218 040 071118,2218,040,2858 W MULBERRY ST,07/11/2018,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29276859, -76.66407382)"
3004 007 071018,3004,007,2916 W NORTH AVE,07/10/2018,Walbrook,Southwestern,7,"(39.30938098, -76.6663401)"
3038 016 071018,3038,016,3404 ELGIN AVE,07/10/2018,Mount Holly,Southwestern,7,"(39.31340437, -76.67483527)"
4544C039 091316,4544C,039,3610 W BELVEDERE AVE,09/13/2016,Arlington,Northwestern,5,"(39.34674343, -76.68006119)"
4616 046 091316,4616,046,4829 PARK HEIGHTS AVE,09/13/2016,Central Park Heights,Northwestern,6,"(39.3461179, -76.67165399)"
0121 017 071018,0121,017,1703 EDMONDSON AVE,07/10/2018,Harlem Park,Western,9,"(39.29502583, -76.64435139)"
0121 020 071018,0121,020,1709 EDMONDSON AVE,07/10/2018,Harlem Park,Western,9,"(39.29502048, -76.64451895)"
0129 007 071018,0129,007,914 W FRANKLIN ST,07/10/2018,Harlem Park,Western,9,"(39.29460078, -76.63269498)"
0129 009 071018,0129,009,918 W FRANKLIN ST,07/10/2018,Harlem Park,Western,9,"(39.29459714, -76.63279401)"
0129 076 071018,0129,076,927 BENNETT PL,07/10/2018,Harlem Park,Western,9,"(39.29482032, -76.63297622)"
0129 081 071018,0129,081,937 BENNETT PL,07/10/2018,Harlem Park,Western,9,"(39.2948077, -76.63322328)"
0129 087 071118,0129,087,949 BENNETT PL,07/11/2018,Harlem Park,Western,9,"(39.29479222, -76.63352205)"
6155 013 091316,6155,013,524 N EAST AVE,09/13/2016,Ellwood Park/Monument,Southeastern,13,"(39.29773084, -76.57240695)"
0150 015 070818,0150,015,328 N GILMOR ST,07/08/2018,Franklin Square,Western,9,"(39.29292398, -76.64289014)"
0158 040 071218,0158,040,308 N FREMONT AVE,07/12/2018,Poppleton,Western,9,"(39.29304745, -76.6313671)"
0159 001 070818,0159,001,2201 PENROSE AVE,07/08/2018,Penrose/Fayette Street Outreach,Western,9,"(39.2909292, -76.6517733)"
0175 088 071018,0175,088,2132 W FAYETTE ST,07/10/2018,Penrose/Fayette Street Outreach,Western,9,"(39.28952404, -76.65103818)"
0176 027 071018,0176,027,111 N PULASKI ST,07/10/2018,Penrose/Fayette Street Outreach,Western,9,"(39.28991219, -76.64991639)"
0177 050 071018,0177,050,1928 W FAYETTE ST,07/10/2018,Penrose/Fayette Street Outreach,Western,9,"(39.28964546, -76.64787186)"
0180 036 071218,0180,036,1622 W FAYETTE ST,07/12/2018,Franklin Square,Western,9,"(39.28982209, -76.64336645)"
0190 037 071018,0190,037,2139 W FAYETTE ST,07/10/2018,Penrose/Fayette Street Outreach,Western,9,"(39.28913702, -76.65123805)"
2304 017 071018,2304,017,1818 N BENTALOU ST,07/10/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30903116, -76.65437015)"
2401B043 071018,2401B,043,1737 ASHBURTON ST,07/10/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30818141, -76.66188678)"
2409A038 071018,2409A,038,1524 POPLAR GROVE ST,07/10/2018,Northwest Community Action,Southwestern,9,"(39.30546907, -76.66584377)"
2409A059 071018,2409A,059,2906 BRIGHTON ST,07/10/2018,Northwest Community Action,Southwestern,9,"(39.30546049, -76.66629246)"
2419 035 071018,2419,035,1611 N LONGWOOD ST,07/10/2018,Northwest Community Action,Southwestern,7,"(39.3065758, -76.66713391)"
2904 004 070818,2904,004,3707 LIBERTY HEIGHTS AVE,07/08/2018,Forest Park,Northwestern,6,"(39.32629407, -76.67988724)"
2911 014 070818,2911,014,3515 LIBERTY HEIGHTS AVE,07/08/2018,Forest Park,Northwestern,7,"(39.32497009, -76.67546432)"
2916 003 070818,2916,003,3412 FAIRVIEW AVE,07/08/2018,Forest Park,Northwestern,7,"(39.32242855, -76.67557251)"
2919 008 071218,2919,008,3400 POWHATAN AVE,07/12/2018,Forest Park,Northwestern,7,"(39.32116097, -76.67503398)"
2961 013 070818,2961,013,3800 RIDGEWOOD AVE,07/08/2018,Dolfield,Northwestern,6,"(39.33646853, -76.67917143)"
4071 006 070818,4071,006,2711 GREENMOUNT AVE,07/08/2018,Better Waverly,Northern,14,"(39.32120524, -76.60919621)"
0002 031 092916,0002,031,1935 W NORTH AVE,09/29/2016,Easterwood,Western,7,"(39.30948513, -76.64928983)"
0005 059 092816,0005,059,1826 N WOODYEAR ST,09/28/2016,Sandtown-Winchester,Western,7,"(39.3095796, -76.64444454)"
1479 062 040814,1479,062,1502 N CHAPEL ST,04/08/2014,BROADWAY EAST,EASTERN,12,"(39.30798175, -76.59097661)"
1479 063 082115,1479,063,1504 N CHAPEL ST,08/21/2015,BROADWAY EAST,EASTERN,12,"(39.30801561, -76.59097875)"
1479 064 110112,1479,064,1506 N CHAPEL ST,11/01/2012,BROADWAY EAST,EASTERN,12,"(39.30804879, -76.59098087)"
1479 066 032814,1479,066,1510 N CHAPEL ST,03/28/2014,BROADWAY EAST,EASTERN,12,"(39.30811333, -76.59098498)"
1479 067 082315,1479,067,1512 N CHAPEL ST,08/23/2015,BROADWAY EAST,EASTERN,12,"(39.30814574, -76.59098705)"
0084 086 100516,0084,086,810 MCKEAN AVE,10/05/2016,Harlem Park,Western,9,"(39.29812701, -76.64693097)"
0150 007 100716,0150,007,312 N GILMOR ST,10/07/2016,Franklin Square,Western,9,"(39.29252323, -76.64286176)"
0858 039 090716,0858,039,762 W HAMBURG ST,09/07/2016,Washington Village/Pigtown,Southern,10,"(39.2809755, -76.62773234)"
1891 042 100416,1891,042,1124 S POTOMAC ST,10/04/2016,Canton,Southeastern,1,"(39.27956544, -76.5741944)"
2293 008 100316,2293,008,3905 EDMONDSON AVE,10/03/2016,Allendale,Southwestern,8,"(39.29354399, -76.68091)"
7439A004 091216,7439A,004,2237 CEDLEY ST,09/12/2016,Westport,Southern,10,"(39.26290548, -76.63182572)"
7441A005 091316,7441A,005,2239 SIDNEY AVE,09/13/2016,Westport,Southern,10,"(39.26316085, -76.63260701)"
7446 021 091416,7446,021,2341 ANNAPOLIS ROAD,09/14/2016,Westport,Southern,10,"(39.26205715, -76.63423155)"
8220 014 091416,8220,014,4311 GROVELAND AVE,09/14/2016,West Arlington,Northwestern,5,"(39.34045642, -76.69274094)"
0193 026 070818,0193,026,1843 W FAYETTE ST,07/08/2018,Franklin Square,Western,9,"(39.28928533, -76.64665509)"
0199 046 070818,0199,046,1210 W FAIRMOUNT AVE,07/08/2018,Poppleton,Western,9,"(39.28929256, -76.6373289)"
3061B004 070818,3061B,004,3206 PIEDMONT AVE,07/08/2018,Hanlon-Longwood,Northwestern,7,"(39.31659762, -76.67176801)"
3070A004 070618,3070A,004,3207 CARLISLE AVE,07/06/2018,Hanlon-Longwood,Northwestern,7,"(39.31857194, -76.67173089)"
3171 014 070618,3171,014,2902 NORFOLK AVE,07/06/2018,Park Circle,Northwestern,6,"(39.32789707, -76.6611637)"
3941C035 071118,3941C,035,2011 E 31ST ST,07/11/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32606874, -76.5872077)"
5907 019 070818,5907,019,3019 KENYON AVE,07/08/2018,Belair-Edison,Notheastern,13,"(39.32450902, -76.56846482)"
6271 035 070618,6271,035,3527 E FAYETTE ST,07/06/2018,Baltimore Highlands,Southeastern,1,"(39.29474784, -76.56798714)"
6287 032 070618,6287,032,134 S EATON ST,07/06/2018,Baltimore Highlands,Southeastern,2,"(39.29045172, -76.56580821)"
7615 018 070618,7615,018,456 ROUNDVIEW ROAD,07/06/2018,Cherry Hill,Southern,10,"(39.24954342, -76.62027311)"
0083 012 092916,0083,012,1922 W LANVALE ST,09/29/2016,Midtown-Edmondson,Western,9,"(39.29773184, -76.64814163)"
0120 032 092916,0120,032,1819 EDMONDSON AVE,09/29/2016,Harlem Park,Western,9,"(39.29494287, -76.64659185)"
0178 071 100316,0178,071,1821 VINE ST,10/03/2016,Franklin Square,Western,9,"(39.28994664, -76.64623403)"
0192 041 100316,0192,041,1915 W FAYETTE ST,10/03/2016,Penrose/Fayette Street Outreach,Western,9,"(39.28925834, -76.64747604)"
0222 016 100716,0222,016,2131 HOLLINS ST,10/07/2016,Boyd-Booth,Southwestern,9,"(39.28678649, -76.65080677)"
0251 024 100316,0251,024,111 S ARLINGTON AVE,10/03/2016,Hollins Market,Southern,9,"(39.28637688, -76.63493829)"
0708 099 100716,0708,099,415 S PARRISH ST,10/07/2016,New Southwest/Mount Clare,Southern,9,"(39.28280033, -76.64116239)"
0779 029 100316,0779,029,1259 WASHINGTON BLVD,10/03/2016,Washington Village/Pigtown,Southern,10,"(39.28077412, -76.63489658)"
1138 002 100316,1138,002,1403 N BOND ST,10/03/2016,Oliver,Eastern,12,"(39.30655509, -76.59645757)"
1155 094 100416,1155,094,716 MURA ST,10/04/2016,Johnston Square,Eastern,12,"(39.30445031, -76.607337)"
1155 098 100416,1155,098,708 MURA ST,10/04/2016,Johnston Square,Eastern,12,"(39.30444266, -76.60750587)"
1555 002 091416,1555,002,1102 N MILTON AVE,09/14/2016,Biddle Street,Eastern,13,"(39.30405003, -76.58288658)"
2299C013 100316,2299C,013,131 ALLENDALE ST,10/03/2016,Allendale,Southwestern,8,"(39.2901442, -76.67789524)"
2717A002 100516,2717A,002,4012 W COLD SPRING LANE,10/05/2016,Dorchester,Northwestern,6,"(39.33529922, -76.68516342)"
2741A005 100716,2741A,005,3801 NORFOLK AVE,10/07/2016,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32458959, -76.68259463)"
3039 025 100516,3039,025,3312 ELGIN AVE,10/05/2016,Walbrook,Southwestern,7,"(39.31341744, -76.67389935)"
0280 006 071218,0280,006,310 S CALHOUN ST,07/12/2018,New Southwest/Mount Clare,Southern,9,"(39.28420846, -76.63954502)"
0280 077 071218,0280,077,1403 MCHENRY ST,07/12/2018,New Southwest/Mount Clare,Southern,9,"(39.28429341, -76.63976196)"
0291 034 070918,0291,034,407 S MONROE ST,07/09/2018,Carrollton Ridge,Southern,9,"(39.28293824, -76.64643289)"
0291 039 070918,0291,039,425 S MONROE ST,07/09/2018,Carrollton Ridge,Southern,9,"(39.28258738, -76.64637431)"
0293 067 071018,0293,067,738 CUMBERLAND ST,07/10/2018,Sandtown-Winchester,Western,7,"(39.3081923, -76.6435493)"
0294 037 071018,0294,037,1741 N CAREY ST,07/10/2018,Penn North,Western,7,"(39.3095544, -76.64327518)"
0300C078 071018,0300C,078,1556 N WOODYEAR ST,07/10/2018,Sandtown-Winchester,Western,7,"(39.30688101, -76.64148494)"
0347 021 070618,0347,021,539 WILSON ST,07/06/2018,Upton,Central,11,"(39.30388165, -76.63381608)"
0368 030 070618,0368,030,1511 BOLTON ST,07/06/2018,Bolton Hill,Central,11,"(39.30740678, -76.62605378)"
0369 036 070618,0369,036,1532 W MOUNT ROYAL AVE,07/06/2018,Bolton Hill,Central,11,"(39.30958758, -76.62410486)"
6994 066 071018,6994,066,6563 SAINT HELENA AVE,07/10/2018,Saint Helena,Southeastern,1,"(39.25965496, -76.53084986)"
0204 002 092716,0204,002,2271 W BALTIMORE ST,09/27/2016,Boyd-Booth,Southwestern,9,"(39.28771952, -76.65334098)"
0209 025 092616,0209,025,1724 FREDERICK AVE,09/26/2016,Franklin Square,Western,9,"(39.28781549, -76.64466442)"
0247 033 092716,0247,033,1406 W PRATT ST,09/27/2016,Union Square,Southern,9,"(39.28565384, -76.63979661)"
0271 063 100616,0271,063,310 FURROW ST,10/06/2016,Carrollton Ridge,Southwestern,9,"(39.28355747, -76.65207074)"
1688 017 100810,1688,017,2207 ORLEANS ST,10/08/2010,CARE,Eastern,13,"(39.2952771, -76.58611361)"
1688 019 070710,1688,019,2211 ORLEANS ST,07/07/2010,CARE,Eastern,13,"(39.29528129, -76.58600408)"
3326 007 092816,3326,007,3412 PARK HEIGHTS AVE,09/28/2016,Park Circle,Northwestern,6,"(39.32645775, -76.65800441)"
3349 003 092916,3349,003,2602 LOYOLA NORTHWAY ,09/29/2016,Greenspring,Northern,6,"(39.33932386, -76.66278657)"
3350E032 092816,3350E,032,3007 WYLIE AVE,09/28/2016,Parklane,Northern,6,"(39.34173253, -76.66508073)"
4061 014 092916,4061,014,642 GUTMAN AVE,09/29/2016,East Baltimore Midway,Eastern,12,"(39.3173017, -76.60633783)"
4120 026 092616,4120,026,1613 GORSUCH AVE,09/26/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.32141623, -76.59538815)"
0272 048 070618,0272,048,2116 RAMSAY ST,07/06/2018,Carrollton Ridge,Southwestern,9,"(39.28314925, -76.65054957)"
0275 069 070918,0275,069,301 S MONROE ST,07/09/2018,Carrollton Ridge,Southern,9,"(39.2841357, -76.64648888)"
0279 028 071118,0279,028,335 S GILMOR ST,07/11/2018,New Southwest/Mount Clare,Southern,9,"(39.28364627, -76.64185061)"
1513 004 071218,1513,004,1307 N BROADWAY ,07/12/2018,Broadway East,Eastern,12,"(39.30559281, -76.59437294)"
1529 010 071218,1529,010,1218 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30462766, -76.59377855)"
1529 011 071218,1529,011,1220 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30465637, -76.59374416)"
1529 012 071218,1529,012,1222 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30468445, -76.59371049)"
1529 013 071218,1529,013,1224 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30471072, -76.59367905)"
1529 014 071218,1529,014,1226 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30473764, -76.59364688)"
3177 041 070818,3177,041,2808 SPRINGHILL AVE,07/08/2018,Park Circle,Northwestern,6,"(39.33120229, -76.66320009)"
3196F012 070818,3196F,012,2813 WALDORF AVE,07/08/2018,Lucille Park,Northwestern,6,"(39.33980845, -76.67172645)"
3196F013 070818,3196F,013,2815 WALDORF AVE,07/08/2018,Lucille Park,Northwestern,6,"(39.33978695, -76.67178762)"
3214 010 070618,3214,010,2018 N BENTALOU ST,07/06/2018,Mondawmin,Western,7,"(39.31121504, -76.65444228)"
3406 076 071018,3406,076,1508 TRACTION ST,07/10/2018,Penn North,Western,7,"(39.31103755, -76.64268224)"
3416 043 071018,3416,043,2335 DRUID HILL AVE,07/10/2018,Penn North,Western,7,"(39.31124407, -76.63874178)"
3417 008 071018,3417,008,2426 MCCULLOH ST,07/10/2018,Penn North,Western,7,"(39.31240122, -76.63931635)"
3459 029 071218,3459,029,2301 BROOKFIELD AVE,07/12/2018,Reservoir Hill,Central,7,"(39.3138546, -76.6336047)"
4313 018 070818,4313,018,6207 HOPETON AVE,07/08/2018,Glen,Northwestern,5,"(39.35558882, -76.69528467)"
4429C021 070818,4429C,021,5517 GIST AVE,07/08/2018,Arlington,Northwestern,5,"(39.35021314, -76.68792856)"
7090 004 070618,7090,004,3723 2ND ST,07/06/2018,Brooklyn,Southern,10,"(39.23637907, -76.6091907)"
0329 045 100316,0329,045,1803 DRUID HILL AVE,10/03/2016,Druid Heights,Central,11,"(39.3061856, -76.63334767)"
7202 025 070618,7202,025,4601 PENNINGTON AVE,07/06/2018,Curtis Bay,Southern,10,"(39.22441573, -76.58811932)"
1570 003 100416,1570,003,2205 E CHASE ST,10/04/2016,Middle East,Eastern,13,"(39.30333583, -76.5867037)"
1607 034 100416,1607,034,2321 ASHLAND AVE,10/04/2016,Milton-Montford,Eastern,13,"(39.30070757, -76.58423282)"
1626 035 092716,1626,035,722 N LAKEWOOD AVE,09/27/2016,Madison-Eastend,Eastern,13,"(39.29967425, -76.57976203)"
7437A002 071218,7437A,002,2225 ANNAPOLIS ROAD,07/12/2018,Westport,Southern,10,"(39.26355953, -76.63331201)"
